"REC","DIST","NAME","GISNAME","DISTNUM","SCHNUM","M","B","G3","G4","G5","G6","G7","G8",
5,"M S D WASHINGTON TOWNSHIP","CROOKED CREEK ELEMENTARY SCH","CROOKED CREEK",5370,5406,"A","P",106,118,113,0,0,0,
5,"M S D WASHINGTON TOWNSHIP","GREENBRIAR ELEMENTARY SCHOOL","GREENBRIAR IN",5370,5418,"A","P",115,144,153,0,0,0,
5,"M S D WASHINGTON TOWNSHIP","JOHN STRANGE ELEMENTARY SCH","JOHN STRANGE",5370,5424,"A","P",95,95,88,0,0,0,
5,"M S D WASHINGTON TOWNSHIP","NORA ELEMENTARY SCHOOL","NORA ES",5370,5427,"A","P",118,110,117,0,0,0,
5,"M S D WASHINGTON TOWNSHIP","SPRING MILL ELEMENTARY SCHOOL","SPRING MILL E",5370,5430,"A","P",100,127,135,0,0,0,
5,"M S D WASHINGTON TOWNSHIP","FOX HILL ELEMENTARY SCH","FOX HILL ES",5370,5436,"A","P",112,119,115,0,0,0,
5,"M S D WASHINGTON TOWNSHIP","EASTWOOD MIDDLE SCHOOL","EASTWOOD MS I",5370,5442,"A","P",0,0,0,244,215,257,
5,"M S D WASHINGTON TOWNSHIP","NORTHVIEW MIDDLE SCHOOL","NVIEW MS IN",5370,5445,"A","P",0,0,0,295,224,271,
5,"M S D WASHINGTON TOWNSHIP","WESTLANE MIDDLE SCHOOL","WESTLANE MS",5370,5448,"A","P",0,0,0,269,305,315,
5,"M S D WAYNE TOWNSHIP","CHAPEL HILL 7TH & 8TH GRADE CENTER","CHAPEL HILL C",5375,5221,"A","P",0,0,0,0,594,532,
5,"M S D WAYNE TOWNSHIP","LYNHURST 7TH & 8TH GRADE CENTER","LYNHURST CENT",5375,5222,"A","P",0,0,0,0,605,626,
5,"M S D WAYNE TOWNSHIP","MAPLEWOOD ELEMENTARY SCHOOL","MAPLEWOOD E I",5375,5223,"A","P",94,99,86,100,0,0,
5,"M S D WAYNE TOWNSHIP","CHAPEL GLEN ELEMENTARY SCHOOL","CHAPEL GLEN E",5375,5227,"A","P",93,95,93,108,0,0,
5,"M S D WAYNE TOWNSHIP","GARDEN CITY ELEMENTARY SCHOOL","GARDEN CITY E",5375,5241,"A","P",146,127,102,97,0,0,
5,"M S D WAYNE TOWNSHIP","MCCLELLAND ELEMENTARY SCHOOL","MCCLELLAND ES",5375,5257,"A","P",81,87,91,84,0,0,
5,"M S D WAYNE TOWNSHIP","RHOADES ELEMENTARY SCHOOL","RHOADES ELEME",5375,5261,"A","P",123,124,110,106,0,0,
5,"M S D WAYNE TOWNSHIP","ROBEY ELEMENTARY SCHOOL","ROBEY ELEMENT",5375,5265,"A","P",96,111,112,122,0,0,
5,"M S D WAYNE TOWNSHIP","NORTH WAYNE ELEM SCHOOL","NORTH WAYNE E",5375,5267,"A","P",111,118,105,114,0,0,
5,"M S D WAYNE TOWNSHIP","STOUT FIELD ELEMENTARY SCHOOL","STOUT FIELD E",5375,5270,"A","P",89,104,95,71,0,0,
5,"M S D WAYNE TOWNSHIP","WESTLAKE ELEMENTARY SCHOOL","WESTLAKE ELEM",5375,5273,"A","P",106,128,132,103,0,0,
5,"M S D WAYNE TOWNSHIP","CHAPELWOOD ELEMENTARY SCHOOL","CHAPELWOOD ES",5375,5274,"A","P",134,121,113,103,0,0,
5,"M S D WAYNE TOWNSHIP","BRIDGEPORT ELEMENTARY SCHOOL","BRIDGEPORT EL",5375,5446,"A","P",92,125,118,99,0,0,
5,"BEECH GROVE CITY SCHOOLS","BEECH GROVE MIDDLE SCHOOL","BEECH GROVE M",5380,5453,"A","P",0,0,0,0,184,226,
5,"BEECH GROVE CITY SCHOOLS","CENTRAL ELEMENTARY SCHOOL","CEN ELEMENTAR",5380,5457,"A","P",202,0,0,0,0,0,
5,"BEECH GROVE CITY SCHOOLS","SOUTH GROVE INTERMEDIATE SCHOOL","S GROVE INTE",5380,5461,"A","P",0,208,201,201,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","ARLINGTON COMMUNITY HIGH SCHOOL","ARLINGTON HS",5385,5465,"A","P",0,0,0,17,143,154,
5,"INDIANAPOLIS PUBLIC SCHOOLS","CRISPUS ATTUCKS MEDICAL MAGNET","CRISPUS ATTUC",5385,5473,"A","P",0,0,0,122,183,167,
5,"INDIANAPOLIS PUBLIC SCHOOLS","BROAD RIPPLE MGNT HS FOR PRFM ARTS","BROAD RIPPLE",5385,5477,"A","P",0,0,0,115,188,244,
5,"INDIANAPOLIS PUBLIC SCHOOLS","SHORTRIDGE LAW & PUBLIC POLICY MGT","SHORTRIDGE MS",5385,5485,"A","P",0,0,0,93,139,145,
5,"INDIANAPOLIS PUBLIC SCHOOLS","JOHN MARSHALL COMMUNITY HIGH SCH","J MARSHALL JR",5385,5494,"A","P",0,0,0,0,112,105,
5,"INDIANAPOLIS PUBLIC SCHOOLS","COLD SPRING SCHOOL","COLD SPRING S",5385,5498,"A","P",42,48,47,24,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","WASHINGTON IRVING SCHOOL 14","W IRVING SCH",5385,5514,"A","P",87,88,82,61,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","THOMAS D GREGG SCHOOL 15","TD GREGG SCH",5385,5515,"A","P",101,93,76,70,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","CHARITY DYE SCHOOL 27","CHARITY DYE",5385,5527,"A","P",34,39,20,20,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","JAMES A GARFIELD SCH 31","JA GARFIELD",5385,5531,"A","P",66,64,69,58,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","ELEANOR SKILLEN SCHOOL 34","E SKILLEN SCH",5385,5534,"A","P",80,62,67,60,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","WILLIAM MCKINLEY SCHOOL 39","W MCKINLEY SC",5385,5539,"A","P",86,81,59,55,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","ELDER W DIGGS SCHOOL 42","ELDER W DIGGS",5385,5542,"A","P",46,52,48,29,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","JAMES WHITCOMB RILEY SCH 43","JW RILEY SCH",5385,5543,"A","P",70,64,64,48,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","RIVERSIDE SCHOOL 44","RIVERSIDE SCH",5385,5544,"A","P",76,61,59,51,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","DANIEL WEBSTER SCHOOL 46","D WEBSTER SCH",5385,5546,"A","P",41,36,30,47,24,32,
5,"INDIANAPOLIS PUBLIC SCHOOLS","LOUIS B RUSSELL JR SCHOOL 48","LB RUSSELL JR",5385,5548,"A","P",54,64,35,33,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","WILLIAM PENN SCHOOL 49","WILLIAM PENN",5385,5549,"A","P",119,104,108,81,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","JAMES RUSSELL LOWELL SCHOOL 51","JAMES RUSSELL",5385,5551,"A","P",84,92,76,57,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","BROOKSIDE SCHOOL 54","BROOKSIDE SCH",5385,5554,"A","P",53,69,65,42,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","ELIZA A BLAKER SCHOOL 55","EA BLAKER SCH",5385,5555,"A","P",32,20,25,17,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","FRANCIS W PARKER SCHOOL 56","FW PARKER SCH",5385,5556,"A","P",35,32,21,22,9,15,
5,"INDIANAPOLIS PUBLIC SCHOOLS","GEORGE W JULIAN SCHOOL 57","GW JULIAN SCH",5385,5557,"A","P",34,38,27,33,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","RALPH WALDO EMERSON SCHOOL 58","RW EMERSON SC",5385,5558,"A","P",49,55,57,51,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","WILLIAM A BELL SCHOOL 60","WA BELL SCH",5385,5560,"A","P",58,54,63,48,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","WENDELL PHILLIPS SCHOOL 63","WENDELL PHILL",5385,5563,"A","P",63,74,50,51,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","RAYMOND F BRANDES SCHOOL 65","RF BRANDES SC",5385,5565,"A","P",43,38,32,32,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","STEPHEN COLLINS FOSTER SCH 67","STEPHENCOLLIN",5385,5567,"A","P",95,104,94,77,15,14,
5,"INDIANAPOLIS PUBLIC SCHOOLS","JOYCE KILMER SCHOOL 69","JOYCE KILMER",5385,5569,"A","P",64,61,64,32,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","MARY E NICHOLSON SCHOOL 70","M E NICHOLSON",5385,5570,"A","P",73,69,72,0,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","EMMA DONNAN MIDDLE SCHOOL","EMMA DONNAN S",5385,5572,"A","P",0,0,0,0,304,309,
5,"INDIANAPOLIS PUBLIC SCHOOLS","THEODORE POTTER SCHOOL 74","T POTTER SCH",5385,5574,"A","P",52,34,34,13,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","MERLE SIDENER GIFTED ACADEMY","MERLE SIDENER",5385,5577,"A","P",46,43,49,47,37,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","CARL WILDE SCHOOL 79","CARL WILDE SC",5385,5579,"A","P",62,76,47,49,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","CHRISTIAN PARK SCHOOL 82","CHRISTIAN P",5385,5582,"A","P",64,54,63,57,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","FLORO TORRENCE SCHOOL 83","FLOROTORRENCE",5385,5583,"A","P",50,52,52,28,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","ANNA BROCHHAUSEN SCHOOL 88","A BROCHHAUSEN",5385,5588,"A","P",58,63,68,37,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","ERNIE PYLE SCHOOL 90","ERNIE PYLE SC",5385,5590,"A","P",48,56,47,31,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","ROUSSEAU MC CLELLAN 91","R MCCLELLAN",5385,5591,"A","P",42,52,38,40,44,30,
5,"INDIANAPOLIS PUBLIC SCHOOLS","GEORGE H FISHER SCHOOL 93","GH FISHER",5385,5593,"A","P",35,35,40,18,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","MEREDITH NICHOLSON SCHOOL 96","M NICHOLSON S",5385,5596,"A","P",65,70,47,49,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","H L HARSHMAN MIDDLE SCHOOL","H L HARSHMAN",5385,5601,"A","P",0,0,0,0,260,131,
5,"INDIANAPOLIS PUBLIC SCHOOLS","FRANCIS SCOTT KEY SCHOOL 103","FS KEY SCHOOL",5385,5603,"A","P",44,35,59,45,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","CHARLES W FAIRBANKS SCH 105","CW FAIRBANKS",5385,5605,"A","P",65,46,65,26,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","ROBERT LEE FROST SCHOOL 106","RL FROST SCH",5385,5606,"A","P",65,67,68,52,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","LEW WALLACE SCHOOL 107","LEW WALLACE S",5385,5607,"A","P",48,64,60,39,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","WILLARD J GAMBOLD MIDDLE SCHOOL","WJ GAMBOLD SC",5385,5608,"A","P",0,0,0,0,322,248,
5,"INDIANAPOLIS PUBLIC SCHOOLS","JONATHAN JENNINGS SCHOOL 109","J JENNINGS SC",5385,5609,"A","P",48,64,58,31,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","PAUL I MILLER SCHOOL 114","PAUL I MILLER",5385,5614,"A","P",68,76,60,42,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","GEORGE S BUCK ELEMENTARY SCHOOL","GEORGE BUCK E",5385,5619,"A","P",70,60,65,33,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","ARLINGTON WOODS ELEMENTARY SCHOOL","ARLINGTONWOOD",5385,5623,"A","P",73,85,57,62,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","KEY LEARNING COMMUNITY","KEY LEARN COM",5385,5631,"A","P",49,50,46,53,33,37,
5,"INDIANAPOLIS PUBLIC SCHOOLS","CENTER FOR INQUIRY","CTR INQUIRY",5385,5635,"A","P",45,45,39,28,26,25,
5,"INDIANAPOLIS PUBLIC SCHOOLS","THOMAS CARR HOWE COMM HIGH SCHOOL","THOMAS CARR",5385,5639,"A","P",0,0,0,0,259,240,
5,"INDIANAPOLIS PUBLIC SCHOOLS","GEORGE WASHINGTON COMMUNITY","G WASHINGTON",5385,5643,"A","P",0,0,0,11,127,102,
5,"INDIANAPOLIS PUBLIC SCHOOLS","CENTER FOR INQUIRY II","CENTER FOR IN",5385,5659,"A","P",46,45,37,27,23,19,
5,"INDIANAPOLIS PUBLIC SCHOOLS","CLARENCE FARRINGTON SCHOOL 61","CLARENCE FARR",5385,5662,"A","P",56,53,38,37,0,0,
5,"INDIANAPOLIS PUBLIC SCHOOLS","NEW HORIZONS ALTERNATIVE SCHOOL","NEW HORIZONS",5385,5670,"A","P",0,0,0,40,54,188,
5,"INDIANAPOLIS PUBLIC SCHOOLS","FREDERICK DOUGLASS SCHOOL 19","FREDERICK DOU",5385,5674,"A","P",49,58,49,43,0,0,
5,"SCHOOL TOWN OF SPEEDWAY","SPEEDWAY JUNIOR HIGH SCHOOL","SPEEDWAY JR",5400,5889,"A","P",0,0,0,0,94,129,
5,"SCHOOL TOWN OF SPEEDWAY","JAMES A ALLISON ELEM SCHOOL 3","JA ALLISON ES",5400,5893,"A","P",37,32,18,20,0,0,
5,"SCHOOL TOWN OF SPEEDWAY","CARL G FISHER ELEM SCHOOL 1","CARL G FISHER",5400,5897,"A","P",26,27,28,28,0,0,
5,"SCHOOL TOWN OF SPEEDWAY","ARTHUR C NEWBY ELEM SCHOOL 2","AC NEWBY ES",5400,5901,"A","P",24,33,26,18,0,0,
5,"SCHOOL TOWN OF SPEEDWAY","FRANK H WHEELER ELEM SCHOOL 4","FH WHEELER ES",5400,5905,"A","P",39,45,34,31,0,0,
5,"CULVER COMMUNITY SCHOOLS CORP","CULVER ELEMENTARY SCHOOL","CULVER ES",5455,5928,"A","P",68,58,64,74,0,0,
5,"CULVER COMMUNITY SCHOOLS CORP","CULVER COMMUNITY MIDDLE SCH","CULVER MIDDLE",5455,5931,"A","P",0,0,0,0,92,82,
5,"CULVER COMMUNITY SCHOOLS CORP","MONTEREY ELEMENTARY SCHOOL","MONTEREY ES",5455,7029,"A","P",19,27,26,16,0,0,
5,"ARGOS COMMUNITY SCHOOLS","ARGOS COMMUNITY ELEMENTARY","ARGOS COM ES",5470,5936,"A","P",66,54,44,47,0,0,
5,"ARGOS COMMUNITY SCHOOLS","ARGOS COMM JR-SR HIGH SCHOOL","ARGOS COM JRS",5470,5937,"A","P",0,0,0,0,48,48,
5,"BREMEN PUBLIC SCHOOLS","BREMEN ELEM/MIDDLE SCHOOL","BREMEN EMS",5480,5943,"A","P",86,111,94,115,117,115,
5,"PLYMOUTH COMMUNITY SCHOOL CORP","MENOMINEE ELEMENTARY SCHOOL","MENOMINEE ES",5485,5933,"A","P",69,82,0,0,0,0,
5,"PLYMOUTH COMMUNITY SCHOOL CORP","LINCOLN JUNIOR HIGH SCHOOL","LINCOLN JRHS",5485,5949,"A","P",0,0,0,0,271,297,
5,"PLYMOUTH COMMUNITY SCHOOL CORP","RIVERSIDE INTERMEDIATE","RIVERSIDE INT",5485,5956,"A","P",0,0,269,270,0,0,
5,"PLYMOUTH COMMUNITY SCHOOL CORP","JEFFERSON ELEMENTARY SCHOOL","JEFFERSON EPL",5485,5961,"A","P",49,68,0,0,0,0,
5,"PLYMOUTH COMMUNITY SCHOOL CORP","WASHINGTON ELEMENTARY SCHOOL","WASHINGTN EPL",5485,5965,"A","P",63,81,0,0,0,0,
5,"PLYMOUTH COMMUNITY SCHOOL CORP","WEBSTER ELEMENTARY SCHOOL","WEBSTER ES",5485,5969,"A","P",67,76,0,0,0,0,
5,"TRITON SCHOOL CORPORATION","TRITON ELEMENTARY SCHOOL","TRITON ES BA",5495,5922,"A","P",67,88,89,71,0,0,
5,"TRITON SCHOOL CORPORATION","TRITON JR-SR HIGH SCH","TRITON JRSR B",5495,5923,"A","P",0,0,0,0,95,92,
5,"SHOALS COMMUNITY SCHOOL CORP","SHOALS COMM JR-SR HIGH SCH","SHOALS COM JR",5520,5985,"A","P",0,0,0,0,48,54,
5,"SHOALS COMMUNITY SCHOOL CORP","SHOALS COMMUNITY ELEM SCHOOL","SHOALS COM ES",5520,5989,"A","P",48,47,39,48,0,0,
5,"LOOGOOTEE COMMUNITY SCH CORP","LOOGOOTEE ELEMENTARY SCHOOL","LOOGOOTEE ELE",5525,5997,"A","P",79,83,0,0,0,0,
5,"LOOGOOTEE COMMUNITY SCH CORP","LOOGOOTEE INTERMEDIATE SCHOOL","LOOGOOTEE EAS",5525,6001,"A","P",0,0,72,76,0,0,
5,"LOOGOOTEE COMMUNITY SCH CORP","LOOGOOTEE JR/SR HIGH SCHOOL","LOOGOOTEE JR",5525,6003,"A","P",0,0,0,0,92,87,
5,"MACONAQUAH SCHOOL CORP","MACONAQUAH MIDDLE SCHOOL","MACONAQUAH MS",5615,6033,"A","P",0,0,0,179,177,165,
5,"MACONAQUAH SCHOOL CORP","MACONAQUAH ELEMENTARY SCHOOL","MACONAQUAH ES",5615,6035,"A","P",145,179,181,0,0,0,
5,"NORTH MIAMI COMMUNITY SCHOOLS","NORTH MIAMI MIDDLE/HIGH SCHOOL","N MIAMI JRSR",5620,6049,"A","P",0,0,0,0,73,85,
5,"NORTH MIAMI COMMUNITY SCHOOLS","NORTH MIAMI ELEM SCHOOL","N MIAMI ES",5620,6051,"A","P",86,72,78,84,0,0,
5,"OAK HILL UNITED SCHOOL CORP","OAK HILL JUNIOR HIGH SCHOOL","OAK HILL JRHS",5625,2305,"A","P",0,0,0,0,127,118,
5,"OAK HILL UNITED SCHOOL CORP","SWAYZEE ELEMENTARY SCHOOL","SWAYZEE ES",5625,2306,"A","P",0,0,105,110,0,0,
5,"OAK HILL UNITED SCHOOL CORP","SWEETSER ELEMENTARY SCHOOL","SWEETSER ES",5625,6081,"A","P",123,128,0,0,0,0,
5,"PERU COMMUNITY SCHOOLS","PERU COMMUNITY SCHOOLS","PERU COMMUNIT",5635,6085,"A",,0,0,0,4,0,0,
5,"PERU COMMUNITY SCHOOLS","PERU JUNIOR HIGH SCHOOL","PERU JRHS",5635,6089,"A","P",0,0,0,0,158,163,
5,"PERU COMMUNITY SCHOOLS","BLAIR POINTE UPPER ELEMENTARY","BLAIR POINTE",5635,6093,"A","P",2,180,200,159,0,0,
5,"PERU COMMUNITY SCHOOLS","ELMWOOD PRIMARY LEARNING CENTER","ELMWOOD ES",5635,6097,"A","P",175,0,0,0,0,0,
5,"RICHLAND-BEAN BLOSSOM C S C","STINESVILLE ELEMENTARY SCHOOL","STINESVILLE E",5705,6117,"A","P",32,50,39,0,0,0,
5,"RICHLAND-BEAN BLOSSOM C S C","EDGEWOOD JUNIOR HIGH SCHOOL","EDGEWOOD JRHS",5705,6147,"A","P",0,0,0,225,187,222,
5,"RICHLAND-BEAN BLOSSOM C S C","EDGEWOOD INTERMEDIATE SCHOOL","EDGEWOOD INTE",5705,6153,"A","P",170,186,187,0,0,0,
5,"MONROE COUNTY COM SCH CORP","UNIONVILLE ELEMENTARY SCHOOL","UNIONVILLE ES",5740,6123,"A","P",34,45,38,42,0,0,
5,"MONROE COUNTY COM SCH CORP","LAKEVIEW ELEMENTARY SCHOOL","LAKEVIEW E BL",5740,6134,"A","P",63,61,71,75,0,0,
5,"MONROE COUNTY COM SCH CORP","GRANDVIEW ELEMENTARY SCHOOL","GRANDVIEW ES",5740,6157,"A","P",66,82,62,75,0,0,
5,"MONROE COUNTY COM SCH CORP","HIGHLAND PARK ELEM SCH","HIGHLAND PARK",5740,6162,"A","P",51,48,58,51,0,0,
5,"MONROE COUNTY COM SCH CORP","SUMMIT ELEMENTARY SCHOOL","SUMMIT ELEMEN",5740,6164,"A","P",77,68,57,74,0,0,
5,"MONROE COUNTY COM SCH CORP","TRI-NORTH MIDDLE SCHOOL","TRI N MS",5740,6170,"A","P",0,0,0,0,260,259,
5,"MONROE COUNTY COM SCH CORP","LORA L BATCHELOR MIDDLE SCH","LL BATCHELOR",5740,6172,"A","P",0,0,0,0,267,289,
5,"MONROE COUNTY COM SCH CORP","BINFORD ELEMENTARY SCHOOL","BINFORD ES",5740,6173,"A","P",131,119,113,127,0,0,
5,"MONROE COUNTY COM SCH CORP","ARLINGTON HEIGHTS ELEM SCH","ARLINGTON HEI",5740,6181,"A","P",44,50,46,58,0,0,
5,"MONROE COUNTY COM SCH CORP","CHILDS ELEMENTARY SCHOOL","CHILDS ES",5740,6187,"A","P",73,57,67,65,0,0,
5,"MONROE COUNTY COM SCH CORP","CLEAR CREEK ELEMENTARY SCHOOL","CLEAR CREEK E",5740,6189,"A","P",69,68,60,72,0,0,
5,"MONROE COUNTY COM SCH CORP","FAIRVIEW ELEMENTARY SCHOOL","FAIRVIEW ES B",5740,6197,"A","P",51,38,36,25,0,0,
5,"MONROE COUNTY COM SCH CORP","MARLIN ELEMENTARY SCHOOL","MARLIN ES",5740,6213,"A","P",36,38,34,26,0,0,
5,"MONROE COUNTY COM SCH CORP","JACKSON CREEK MIDDLE SCH","JACKSON CREEK",5740,6223,"A","P",0,0,0,0,264,267,
5,"MONROE COUNTY COM SCH CORP","TEMPLETON ELEMENTARY SCHOOL","TEMPLETON ES",5740,6225,"A","P",71,64,61,60,0,0,
5,"MONROE COUNTY COM SCH CORP","UNIVERSITY ELEMENTARY SCHOOL","UNIV ES BL",5740,6226,"A","P",62,76,91,96,0,0,
5,"NORTH MONTGOMERY COM SCH CORP","PLEASANT HILL ELEMENTARY SCHOOL","PLEASANT HILL",5835,6240,"A","P",53,47,40,0,0,0,
5,"NORTH MONTGOMERY COM SCH CORP","LESTER B SOMMER ELEM SCH","LB SOMMER ES",5835,6243,"A","P",56,50,54,0,0,0,
5,"NORTH MONTGOMERY COM SCH CORP","NORTHRIDGE MIDDLE SCHOOL","NORTHRIDGE MS",5835,6244,"A","P",0,0,0,175,160,161,
5,"NORTH MONTGOMERY COM SCH CORP","SUGAR CREEK ELEM SCH","SUGAR CREEK E",5835,6246,"A","P",40,71,74,0,0,0,
5,"SOUTH MONTGOMERY COM SCH CORP","WAVELAND ELEMENTARY SCHOOL","WAVELAND ES",5845,6229,"A","P",20,20,20,18,0,0,
5,"SOUTH MONTGOMERY COM SCH CORP","LADOGA ELEMENTARY SCHOOL","LADOGA ES",5845,6233,"A","P",33,24,26,24,0,0,
5,"SOUTH MONTGOMERY COM SCH CORP","WALNUT ELEMENTARY SCHOOL","WALNUT ES",5845,6258,"A","P",27,38,35,30,0,0,
5,"SOUTH MONTGOMERY COM SCH CORP","SOUTHMONT JR HIGH SCHOOL","SOUTHMONT JR",5845,6261,"A","P",0,0,0,0,123,135,
5,"SOUTH MONTGOMERY COM SCH CORP","NEW MARKET ELEMENTARY SCHOOL","NEW MARKET ES",5845,6269,"A","P",67,67,70,74,0,0,
5,"CRAWFORDSVILLE COM SCHOOLS","JOSEPH F TUTTLE MIDDLE SCHOOL","JF TUTTLE MS",5855,6281,"A","P",0,0,0,180,167,167,
5,"CRAWFORDSVILLE COM SCHOOLS","MOLLIE B HOOVER ELEM SCH","MB HOOVER ES",5855,6289,"A","P",0,184,179,0,0,0,
5,"CRAWFORDSVILLE COM SCHOOLS","MEREDITH NICHOLSON ELEM SCH","M NICHOLSON E",5855,6301,"A","P",180,0,0,0,0,0,
5,"MONROE-GREGG SCHOOL DISTRICT","MONROVIA MIDDLE SCHOOL","MONROVIA MIDD",5900,6315,"A","P",0,0,0,109,125,113,
5,"MONROE-GREGG SCHOOL DISTRICT","MONROVIA ELEMENTARY SCHOOL","MONROVIA ES",5900,6323,"A","P",122,120,122,0,0,0,
5,"EMINENCE COMMUNITY SCHOOL CORP","EMINENCE JR-SR HIGH SCHOOL","EMINENCE HS",5910,6325,"A","P",0,0,0,37,44,32,
5,"EMINENCE COMMUNITY SCHOOL CORP","EMINENCE ELEMENTARY SCHOOL","EMINENCE ES",5910,6327,"A","P",33,43,46,0,0,0,
5,"M S D MARTINSVILLE SCHOOLS","GREEN TOWNSHIP ELEM SCH","GREEN TWNSHIP",5925,6309,"A","P",51,57,47,0,0,0,
5,"M S D MARTINSVILLE SCHOOLS","MARTINSVILLE WEST MIDDLE SCH","MARTINSVIL WM",5925,6331,"A","P",0,0,0,206,191,187,
5,"M S D MARTINSVILLE SCHOOLS","MARTINSVILLE EAST MIDDLE SCH","MARTINSVIL EM",5925,6333,"A","P",0,0,0,215,219,238,
5,"M S D MARTINSVILLE SCHOOLS","BROOKLYN ELEMENTARY SCHOOL","BROOKLYN ES",5925,6337,"A","P",38,35,38,0,0,0,
5,"M S D MARTINSVILLE SCHOOLS","CENTERTON ELEMENTARY SCHOOL","CENTERTON ES",5925,6341,"A","P",30,48,49,0,0,0,
5,"M S D MARTINSVILLE SCHOOLS","SOUTH ELEMENTARY SCH","S ELEM MA",5925,6344,"A","P",75,80,78,0,0,0,
5,"M S D MARTINSVILLE SCHOOLS","CHARLES L SMITH ELEM SCHOOL","CL SMITH ES",5925,6349,"A","P",42,44,40,0,0,0,
5,"M S D MARTINSVILLE SCHOOLS","PARAGON ELEMENTARY SCHOOL","PARAGON ES",5925,6357,"A","P",56,52,57,0,0,0,
5,"M S D MARTINSVILLE SCHOOLS","POSTON ROAD ELEMENTARY SCHOOL","POSTON ROAD E",5925,6361,"A","P",72,74,88,0,0,0,
5,"M S D MARTINSVILLE SCHOOLS","CENTRAL ELEMENTARY SCHOOL","CENTRAL ES MA",5925,6367,"A","P",40,41,33,0,0,0,
5,"MOORESVILLE CON SCHOOL CORP","PAUL HADLEY MIDDLE SCH","PAUL HADLEY J",5930,6373,"A","P",0,0,0,0,362,329,
5,"MOORESVILLE CON SCHOOL CORP","NEIL ARMSTRONG ELEM SCH","NEILARMSTRONG",5930,6375,"A","P",85,79,110,97,0,0,
5,"MOORESVILLE CON SCHOOL CORP","NEWBY MEMORIAL ELEM SCH","NEWBY MEM ES",5930,6381,"A","P",55,37,54,37,0,0,
5,"MOORESVILLE CON SCHOOL CORP","NORTH MADISON ELEM SCH","N MADISON ES",5930,6385,"A","P",104,108,106,115,0,0,
5,"MOORESVILLE CON SCHOOL CORP","NORTHWOOD ELEMENTARY SCHOOL","NWOOD ES MO",5930,6387,"A","P",85,65,70,63,0,0,
5,"MOORESVILLE CON SCHOOL CORP","WAVERLY ELEMENTARY SCHOOL","WAVERLY ES",5930,6393,"A","P",42,39,43,59,0,0,
5,"NORTH NEWTON SCHOOL CORP","MOROCCO ELEMENTARY SCHOOL","MOROCCO ES",5945,6397,"A","P",22,32,23,27,0,0,
5,"NORTH NEWTON SCHOOL CORP","LAKE VILLAGE ELEMENTARY SCH","LAKE VILLAGE",5945,6405,"A","P",23,37,34,24,0,0,
5,"NORTH NEWTON SCHOOL CORP","LINCOLN ELEMENTARY SCHOOL","LINCOLN ES RO",5945,6409,"A","P",48,53,53,65,0,0,
5,"NORTH NEWTON SCHOOL CORP","NORTH NEWTON JR-SR HIGH SCH","N NEWTON JRSR",5945,6411,"A","P",0,0,0,0,115,128,
